iso3,country,year,ccrs_forecast,ccrs_forecast_hi,ccrs_forecast_lo,is_forecast
TJK,Tajikistan,2026,42.7582,43.1584,42.3579,True
TJK,Tajikistan,2027,42.843,43.3433,42.3427,True
TJK,Tajikistan,2028,43.0709,43.6712,42.4705,True
TKM,Turkmenistan,2026,34.7702,35.9848,33.5556,True
TKM,Turkmenistan,2027,34.8501,36.3683,33.3319,True
TKM,Turkmenistan,2028,34.8413,36.6631,33.0195,True
TLS,Timor-Leste,2026,39.3637,39.6575,39.0699,True
TLS,Timor-Leste,2027,39.149,39.5162,38.7817,True
TLS,Timor-Leste,2028,39.0279,39.4687,38.5872,True
TON,Tonga,2026,32.9113,33.0246,32.798,True
TON,Tonga,2027,33.0009,33.1425,32.8592,True
TON,Tonga,2028,33.065,33.235,32.895,True
TTO,Trinidad and Tobago,2026,28.0814,28.57,27.5929,True
TTO,Trinidad and Tobago,2027,28.2372,28.8479,27.6265,True
TTO,Trinidad and Tobago,2028,28.4181,29.1509,27.6853,True
TUN,Tunisia,2026,32.6584,32.7155,32.6013,True
TUN,Tunisia,2027,32.6424,32.7138,32.5711,True
TUN,Tunisia,2028,32.8895,32.9751,32.8039,True
TUR,Turkey,2026,46.0055,46.0129,45.9981,True
TUR,Turkey,2027,45.6107,45.6199,45.6014,True
TUR,Turkey,2028,45.3982,45.4093,45.3871,True
TUV,Tuvalu,2026,28.9368,29.1645,28.7092,True
TUV,Tuvalu,2027,28.7448,29.0294,28.4603,True
TUV,Tuvalu,2028,28.7327,29.0742,28.3912,True
TZA,United Republic of Tanzania,2026,47.3297,47.3888,47.2706,True
TZA,United Republic of Tanzania,2027,47.426,47.4999,47.3521,True
TZA,United Republic of Tanzania,2028,47.5148,47.6035,47.4262,True
UGA,Uganda,2026,44.3776,44.3975,44.3577,True
UGA,Uganda,2027,44.295,44.3198,44.2701,True
UGA,Uganda,2028,44.2806,44.3105,44.2508,True
UKR,Ukraine,2026,40.6351,40.8224,40.4477,True
UKR,Ukraine,2027,40.4345,40.6687,40.2003,True
UKR,Ukraine,2028,40.5031,40.7841,40.2222,True
URY,Uruguay,2026,23.8938,24.6754,23.1121,True
URY,Uruguay,2027,24.0624,25.0394,23.0853,True
URY,Uruguay,2028,24.0708,25.2433,22.8984,True
USA,United States of America,2026,27.9164,28.0154,27.8175,True
USA,United States of America,2027,27.9044,28.0281,27.7808,True
USA,United States of America,2028,27.9601,28.1086,27.8117,True
UZB,Uzbekistan,2026,36.0674,36.2344,35.9004,True
UZB,Uzbekistan,2027,36.0034,36.2122,35.7946,True
UZB,Uzbekistan,2028,36.0994,36.35,35.8489,True
VCT,Saint Vincent and the Grenadines,2026,26.0775,26.3681,25.7869,True
VCT,Saint Vincent and the Grenadines,2027,26.1376,26.5009,25.7743,True
VCT,Saint Vincent and the Grenadines,2028,26.0734,26.5094,25.6375,True
VEN,Bolivarian Republic of Venezuela,2026,47.9768,48.483,47.4705,True
VEN,Bolivarian Republic of Venezuela,2027,47.831,48.4639,47.1982,True
VEN,Bolivarian Republic of Venezuela,2028,47.8539,48.6133,47.0945,True
VNM,Viet Nam,2026,39.8659,40.8188,38.9131,True
VNM,Viet Nam,2027,40.277,41.4681,39.086,True
VNM,Viet Nam,2028,40.4429,41.8722,39.0137,True
VUT,Vanuatu,2026,39.9122,40.2239,39.6004,True
VUT,Vanuatu,2027,39.818,40.2077,39.4282,True
VUT,Vanuatu,2028,39.7669,40.2346,39.2992,True
WSM,Samoa,2026,28.4326,28.9527,27.9125,True
WSM,Samoa,2027,28.0926,28.7427,27.4424,True
WSM,Samoa,2028,27.9154,28.6956,27.1352,True
YEM,Yemen,2026,63.1001,64.8613,61.339,True
YEM,Yemen,2027,63.1996,65.401,60.9981,True
YEM,Yemen,2028,63.019,65.6607,60.3773,True
ZAF,South Africa,2026,34.0159,34.3281,33.7037,True
ZAF,South Africa,2027,33.9924,34.3827,33.6021,True
ZAF,South Africa,2028,34.0048,34.4732,33.5365,True
ZMB,Zambia,2026,41.4751,41.595,41.3552,True
ZMB,Zambia,2027,41.7141,41.8639,41.5642,True
ZMB,Zambia,2028,41.7835,41.9633,41.6037,True
ZWE,Zimbabwe,2026,42.6509,43.6989,41.6029,True
ZWE,Zimbabwe,2027,42.4805,43.7905,41.1705,True
ZWE,Zimbabwe,2028,42.4527,44.0247,40.8807,True
